,kingdom,phylum,class,order,family,genus,species
08fb66aa32c2519d5609af0162f13e3a,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium leucospermi
86a597404a2a32ab556f2678a47aa5f9,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Endoconidioma,Endoconidioma populi
01d1187dbf89b0d27da68fb8f30eb6be,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Porodiplodiaceae,NA,[Chalara] clidemiae
09e6c279dc4322e6b21a4b5574cbf4b8,Eukaryota,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,NA
1555b327cbad356fccb69c0273d17cd9,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces,Golovinomyces macrocarpus
04771623e8701e0987ce59fb81c8e463,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Comoclathris lini
cc99f0ec250e40d8e5d4eb57351a433c,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Didymocyrtis,Didymocyrtis banksiae
f2835c1f7532d1abb876b7a29b9c9b82,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
02c11ffb25290328046529f33aa44873,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
5d81437ccb3ee21f47616efd3b797721,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
3c979af0c75c5b1fa7f7b254e60e8953,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
25470b4a2ff952bc05dbc9a23e23c6a6,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
33c5991f8708235f3ef58f9df943abf9,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
65dcd2df5abe62e88b5bbda8c0663631,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
d3454c8f42a4f0d507a6467da996cc39,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
81d4a92678afe8b3567ddf078c2aa09e,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
2bd4fa612e10a540ecdbb8051424dc60,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
16c00bd2610784544e0f7f8b4715e7ec,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
a4210eb27910fa499d1aab72c92e5160,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
7f360a93c5de98a0d25009d202891eb9,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
5e5acb9972e0efb2b0941ad53e247fa4,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Comoclathris lini
177e5151187379d9e1760b465e9c1fbf,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
3e1f87aef6a1c8f70553d4b481d03703,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria alstroemeriae
b9e2fdc64424d6bf97da92348ca06eff,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
390ff6cc9635699847873e3cb1bb3e7e,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina thujae
fbb799d23d5c39fa9cbdc734bcb7876c,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
497c42b103b32b62dd013ed9042ed727,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
7581ef5dc73f778390c6cad90e46bf30,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
4ee918e118e9429be630a6e2c3f960f4,Eukaryota,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina antarctica
ddf1751acaacde671aa299b097e863fe,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
ab76b0cd898b7bd6eb264a7b8c46a09c,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
44babd6ae268b81ccc8452e867086475,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
f80e2bcc7a0cf71bcee80f06ad967231,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
59904b65b03e0d03b44c3a746b074310,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
87365a16837cc896ea22393cf96b2252,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
982a60cbc855f67de47931476a27d36d,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
04f1dfe5262d9a0535e426d2df4e8c08,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
64043b39dd6ac43621e5f047c8bc1c72,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
c0cbd0afe1543d1672700af240ba3e18,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
5d16d7b57616ed36f507d1e598ca76f0,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
9ace49b68918d8ef53d5f8a4352064b9,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
57f0a430419b989eefc92f64f64d6d9a,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
857fbbb3863a840ec09325da949ff61c,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
155cb8fcef3085fc6a2291880b7a0cc1,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
c1ca9fadf58e10e0cfece15d5305f7bc,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
a1cc3417fc816ef42e9d8efc7fac3acb,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
90e9b08d62d0a812944eb24f6f4a9eac,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
adc1816e1839862990bffd81f1a3e2a9,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
f43ede7d99f47e19d19212b0980a72e4,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
536f31ada8e5412dd65b3a01199543a6,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
cf08a33c0d89806e90c0850d8e1eaa6f,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
a6c9c54a308fe342d978a8f2475d0849,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
6e0aa815674ba0c0e3a014e39367383e,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
742dc496dc9412d0871ebae1fbd634fe,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
11769eaddfe50cff3e4b1d9ca74982e3,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
d454e31ab95d766bbb4582442e0ea762,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
6df86727287f54edcb3dfa0799ab3e34,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
c2b601eb52bc3c42ef56a0e7fa7b10db,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
4bf059e2b95cde40ba909eaaaa2feae9,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
de17b794e7e71f23587ab35953ca1c00,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
2428787e25710b28e3a8445c2414dbfb,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
9357c07aa0515ad0c0a0c809cd42df28,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
b0b2abb684ff18246fffe1c33047f743,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
d7887b5fb2ebb8f44e87ca50c2cd97fc,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
3539a39a5d7ecffd220a07643d251fbf,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
6fb5e84b4993aa627c68f2cff5653cc9,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
18cc5482ae586afdf18e6ae03c500865,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
688b65cd1bfcc50891164440d90b68ae,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
abb6f5fdb720fadf215eb0b1d155d1dc,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
75cc585dc3d38fe2dc0dc6f9f01fe734,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
53d932662d584a73f9d59ab434661b0c,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
df61b0b7b359274b8f4355e3f132f5e6,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
e07049220c55f8666055cf69bd65690b,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
6b1765b1fef1211e19a87878794a8a95,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
f1863ff4e5f511a3d7bdddb09781141b,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
f56838262a35f75e335a30e3b46193fa,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
1cd9bdd48203b4d33b93b533dd6a3b06,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Porodiplodiaceae,NA,[Chalara] clidemiae
36b9a79c1664416f1da62f34f9cba3ec,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
100a696da6ddadf992ecd4a61a3b5ead,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
a96a6f6d7c3da796bae2f41c48055d7d,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
d30f960844b838f9cdc67bf5739650e9,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
4a56f42e2d78420d93a6f9b9d4a53efd,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
1629ecdfc4e8e4ece96897768a6fd63d,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
39c3cfe46e106b502d1c5d4a70eabd69,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
0135f9f5ddf71191b3220c164d2e2da9,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
8facd94dfa86dae2ced442477ec8bd93,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
7160163591a4ec8e3bb0ad2aa28de31e,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
0c17976864593966e9d63fb78efeeb41,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
c016189e421d30f255b19ea533bd99e5,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
c0e11fcb05bf2cfd2d0f5b69d1c33d22,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
a0dba5aaf8a3a41c94d3d540f4fc1a9b,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
660ac72de743e87063b96f5bb5cd2275,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
13ef61dee6204fe59fe21b0ba678c5f1,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
cf12e2fb955c88c4c0bac81be3dead6c,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
8fcdddd8e225f848ca1518ef8abf7dc7,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
5c8efbd8bacfa9d1a75339a26eaaa8e2,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
85ff9ad0f0bc7986660077ca6b86518e,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
653600cbfec48afcb28a27137ec9683e,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
0a96ff7dd0b07284fa9e1748856c92d8,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
987206374c88999d84a5e0fe1d4059cc,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
ec3458ee318fdf5c1e8d192c026c167b,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
deb31cda019efba2de4baf27554883f4,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
f45485b6cfa9aedec7c1f8e077f72b72,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
a902bb76ff7ee43e7053c8b05961aa26,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
352434a2859e77b643b28ed0a0893826,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Porodiplodiaceae,NA,[Chalara] clidemiae
c0b71b8a370d5de00146385df4273793,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
e566180b0bf6aa873fa1bc53fa6ceb10,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
9b680c32acf5f23632fd221648bdf8b8,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
4efa037156fcd95bcb69dc755a750e11,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
1af9dad8b672d1a783d7a0d74847e4cb,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
0894562a406b8843831c7716e6ff6df8,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
e90833ba5c6fec4c9dcfed912eae56de,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
ce3cdb956291875a4d1aa19cc8b972dc,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
fed56ead0e4751e4346a4e1bcc3d22c8,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
861a0acd7883a7f96b1e22802f581a58,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
35281151f416f615f1c36e4a43a21fff,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
8edd4c5aebebfcb08a7b809b3a559884,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Staurosphaeria,Staurosphaeria rhamnicola
43c44ae6463c4c5d4fc28a8507eea6c2,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
3a3de4ee71c4e81a44ac78a011489838,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
eebe4873900203e5482ad32c45179535,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
d7bffb7f531b28438fb3ffc84648d637,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
fc69ac73d12688affda90749d4f58ed8,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria arbusti
e5279c62923ac8a4688fef502f1976f6,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
0cf36605b42c1e12a03f287965c284fa,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
de9b6ca7af7528e3716266c21fd1f70b,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
3a0460e161213a3ee4a7a48b73be3bd9,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
f2c833e2dd2cd624569092ad55c61efb,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
3fef7e238bab2d65f82c130757187308,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
881741db08d7cb82348a058e8723b69e,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
233ae808c912aa69bd0cc6cea03dcafd,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
315cc41df1542ab04abbf96f2cb4786a,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
e64607eac845e1974720bacad3a43a2b,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
5c1dfc492c3577e12c9dcbb47b549bf6,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
901310b9649ef8634aeda693fde4f678,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
db5ee9a2b53064ef35fda966d143c557,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
c6c9ee0e99272c5fae1fc16636efacb7,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Staurosphaeria,Staurosphaeria rhamnicola
7d3a98e5f5277f14830560d2c63987ed,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
b829ad384796d43bf07bce5b551a0901,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
f37c8bd2ed3c459b03ecaa24ee995c29,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
cbaa114b18c4b5d75f8205a8c50a61d1,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
6097103e9fc18ac5e8bde4bf167c9142,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
26fb1aa580c8e6d5ae808d70e53664d1,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
7e8da63b622e29444df4110504696797,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
af91e1d1f6d7317a7a2d6da1202b5e15,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
70cae6ed8556ccd69514810a22609a30,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
465b5a286a0035cc04a684db8c0b2066,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
504ef90f0ab6f2e7c7c2393994b9366f,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
3e55c44bed3634e38a07dbf486bdb227,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
9a13f6e55b312b778f4b71e211ee2903,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
0290962667f6f8e0ade3265dcb020586,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
68be633c674d8989275d4e739a947af7,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
9ad06c7daee7d82cff9382a3933f7c6d,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
019bce4faee9ed0ad56df45a14b33ac2,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
97a9aafb6aef5f1672fb296bf9740ea0,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
05c04dfd4a44b3e8dc596d4ca2213a1b,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
8aa37efc23881fe65288ba96557275bf,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
a1b31cb5fa87838136cd03449ad8a7fa,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
a9a7fb7fff4472a79502e049b7d5ef15,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
095b98910c26ecc013fae7426d73c0c8,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
7e28ecda2003924f73d09133dedcf6cd,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
2cec0d900b96ad3db8a8c62d7bd78667,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
af29857f8cc701f0a8b99407d68cda31,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Comoclathris italica
2d87606bf9253cc7c746e6a0661c6dd8,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
9f37088a0f1f73805b50570dfff33b81,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
fce6d2c2a6170f8d0db205ee6509c536,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
5568ce76837de407d641090f842eced7,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
9bc2d5829b43839e4c190e80e0eebde5,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
111f44246be7ec7316c3c341b2fee34a,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
6887d1af1e4e005a7e051904ac38dcb9,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
1eb37636caa6aa2da6498bada9f3dbee,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
3e0cfd053bfcbac6189fcaa5b08b87b5,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
