,kingdom,phylum,class,order,family,genus,species
2164bfc17b4e66cd6d3e794bd1363e30,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Alpinaria,Alpinaria rhododendri
f29d70b151deb7108fef75f9fc2623e1,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces reniformis
75ef22aa9983c90ec772912af47ac147,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Ramimonilia,Ramimonilia apicalis
84b7ebfb53af9508a2bf4d2a58db34da,Eukaryota,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Tyrannosorus,Tyrannosorus hystrioides
cb73550d94498e87046d0a3ab615c82d,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Elasticomyces,Elasticomyces elasticus
ec8362f48a5408f155c4bb4976253770,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium aggregatocicatricatum
f0c14f6c4cc7b5d4591ee160379ba695,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Parafenestella,Parafenestella mackenziei
49f4954f085032e12bf932cae6dc7e4a,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Comoclathris spartii
4ead5d3ac56b84412beea2be9f8e7ce2,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
a07d369bdd4706cd997bb96a46e21d66,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
d131cec4d471348ccd870b20351024ed,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botryotinia,Botryotinia ranunculi
923d893de9dfed73f8131c1d6baab06c,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
7be0a766d1657d78fc951c6d64f8a94c,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus changchunensis
d4f123bea48aa1ed8933e33d8eba6e65,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Readeriella,Readeriella pseudocallista
df427cc68910d57213c18b902256639c,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Neocucurbitaria,Neocucurbitaria keratinophila
2a165abbb7cbeb65fe497870a587c7ed,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Pseudopezicula,Pseudopezicula betulae
5786ff4ea6d35986a825c93765d19669,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Neoantennariellaceae,Cippumomyces,Cippumomyces mortalis
0a2e5181750a600d0d9d03498af311b5,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Neoantennariellaceae,Cippumomyces,Cippumomyces mortalis
9132af3b3c989aab95fd7deabb2123bc,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Pseudopezicula,Pseudopezicula betulae
9a74da405b544528f6510ac0d3bd36ff,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
5f233afb9e52710b51884061b223dfa1,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,Juncaceicola dactylidis
1032264f977251aa52980987adefa501,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
0f157efc9d6604fe31edc13617143fd3,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Alpinaria,Alpinaria rhododendri
304092de103dfa5db45def2012c9cb8b,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
73ed06c790805b5853877afa68be6b28,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
4d9cee7bbdaf3e0aa6f68138d17b0571,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Ramimonilia,Ramimonilia apicalis
8d91b8704a8b227c505e45f92501ae79,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
4007fb49b4007adb7e9252dabbd1bfee,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
cab1a989af881d8a00ba1afab07b6728,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
c909d6d98d82a03da5a346241acd2539,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
4ab7305461761f174b5560640e07852a,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
b7a97f782d59f3731fd1d49ba91a8203,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Meristemomyces,Meristemomyces frigidus
b8c38754e2b60ee843fe6353d8772454,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
f1d8f16339a7221e2626301d34ec52e4,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
a61c482cc960d7b46f270fb0380372bc,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Readeriella,Readeriella pseudocallista
3838b56e0f73fea2b5ee0244e6d3df41,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sparticola,Sparticola junci
c5cf69192139fbc5cdb081c4b42ce586,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
75ebbe81980538ed526c0f8528738329,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Pseudostrickeria,Pseudostrickeria rosae
f23d61cf86489e4ac679182220e6be70,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Pseudostrickeria,Pseudostrickeria rosae
5a2a9f105feb9d51ac3ee961ba0e3022,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Jeremyomyces,Jeremyomyces labinae
a9d92e675e787ae9baa8cb65b9ee7406,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Jeremyomyces,Jeremyomyces labinae
9269aafa929eaa064af6149bd6d95f83,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
f5dfd11d035a73f16c70b9c30aa93906,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
6bea7d289a850f50f9865811bae7c7ef,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Phoma aloes
05f5afea0f71e28837edb00c6b2b8896,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botryotinia,Botryotinia ranunculi
007d21ac3319c21dd59e161d1dc3b67b,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma submuriforme
105b71edc9ad50dad6938f3fcfb5506f,Eukaryota,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,NA,NA,NA
4684aae7808413679a595e40c13bb291,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Pseudostrickeria,Pseudostrickeria rosae
151495eb8e4d6575c3b3abe7a053124c,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
21158624ac8a7839b24a7bf6d17ccf31,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
fbff2aba468043950cb5887d163c8cb1,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,Stemphylium loti
0eedfcb28ca8029784ae66a1746d80a0,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria malorum
43ff0c9ac23ce4f9d7cd184b70cdbbcd,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Comoclathris lini
085377e6a84f4ac14e66fe77cd46a581,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
38938a7ad7bbbf4967c1264d466cf982,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella aggregata
9454004e063d22b4631700e7cb6bd2b3,Eukaryota,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,NA,Robertozyma,Robertozyma ningxiaensis
df722038cb9f424cf3fb301be07730be,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella aggregata
3f4a86235d4d07955a59c049bb25bfc7,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma weixiensis
300fbd16626b6d84a98f8f94035968ed,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Pseudostrickeria,Pseudostrickeria rosae
d6b872acad9f1cc49b9af0e3d739350d,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Alpinaria,Alpinaria rhododendri
d2f38fdb0faa260ed461a03e9e630fbf,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Coleophoma,Coleophoma ericicola
63b22e75c95fe07659ddb44fe6765c00,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium puyae
7cba362fd69d94afd6a64427d40f412e,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvariella,Volvariella pulla
d6cd3b10c8c316229bfe0f158db0274d,Eukaryota,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Antarctomyces,Antarctomyces psychrotrophicus
f66f15bc7cb8c4f1b194f888007b9d1f,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Perenniporia,Perenniporia macropora
05f48b6c3f19325a97a5fa5657719f7c,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Alpinaria,Alpinaria rhododendri
85dbc6d5d87b416bacd88561f1a87afe,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,Juncaceicola dactylidis
501eb0fd015e9e4e0dbff31f77422cab,Eukaryota,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,NA,Robertozyma,Robertozyma ningxiaensis
c633bdefab9e4ab3f529b28e211fec57,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,Juncaceicola dactylidis
f2952b300e12434d53ddb872c6d0e5c7,Eukaryota,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Bryoclavula,Bryoclavula phycophila
bf512b24cf6ea1064ab872cac1a9198e,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium uniguttulatum
4dc9781d993c02417a76e08ec8aef51a,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Pseudopezicula,Pseudopezicula betulae
ddd2127986106d3836b2805b049de135,Eukaryota,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,NA,Robertozyma,Robertozyma ningxiaensis
0f91f7a57262125bf0ee629314d21f8c,Eukaryota,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,NA,Robertozyma,Robertozyma ningxiaensis
8fb1cb18bda4305f13f0e4790628e84c,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,Tricharina praecox
037f8c23ec853fd6d93e7e3c00fe71d3,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
cbb1651a885ac07b9b2d4d8ef84ba8ac,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
4382a8ab2dfbcef664d1a3a4dbdf90f5,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Ramimonilia,Ramimonilia apicalis
151a9e59affe230bcabde999cb777434,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
37b1c8930b32f09bddd65cc25d59d724,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
ea9e70a5ac8997c9399f44344a6545ad,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
859c95690943c366241c1b58ad0554b9,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Neoantennariellaceae,Cippumomyces,Cippumomyces mortalis
aef342782a834df30daaf473c55a6199,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
fa8d83ffd1a746f5cdc0c398abdc8d6c,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Meristemomyces,Meristemomyces arctostaphylos
f961b7186acc2322de9e317f9c12ba5d,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
3ca862e16ad4f5b77be065ece972752e,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
2d159d8c2186cf3ec87cc81403777893,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Deconica,Deconica chionophila
617829f8618c5ef585cbebb8ce0e116d,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormurispora,Sporormurispora atraphaxidis
2190979b82902f858ff6213e0fd3ccfd,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,NA
8528f2437b82c5de569617aa9e7f7e8f,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Comoclathris lini
709e8e063abbc2d80238def0dd114c88,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
6676b39874dcb365e1977c4a75533a8b,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Alpinaria,Alpinaria rhododendri
abe04ec344983606931b7a1f4fc61746,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Extremaceae,Vermiconia,Vermiconia calcicola
218db132b36957e3d63486d6e06528a7,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
e88a89dee73be427404ebf767cacc634,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Ophiobolus,Ophiobolus artemisiicola
b7824d5dc9dc3a5cb896479059485a0b,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Batcheloromyces,Batcheloromyces sedgefieldii
05195756de8437cb85fd73ec8f6ce817,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Readeriella,Readeriella pseudocallista
5b53eef00d37aa7125f5799c1ccf83f9,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
c9ca075044b92517002f7734233c9d6b,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Ramimonilia,Ramimonilia apicalis
9d792ada1e006ab9b10594645728f024,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Comoclathris arrhenatheri
90a0c97d58447be8f4364bb09c66f31a,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
152c3d79e7eb04c9036df4ec74597218,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium rhusicola
b07c7449e79c92482dada34efcfa6026,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys chartarum
a53218709f64682d7f592b3af57d402d,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Pseudopezicula,Pseudopezicula betulae
512b4d34b3ce543053e0d5556d4163e0,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Neophaeothecoidea,Neophaeothecoidea proteae
b04e9b040a58db376e7ff42d60417b6d,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Ramimonilia,Ramimonilia apicalis
a3d40f4d006e499b0ae70f47be8b862c,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus ohakune
806b066349bffec78989a349e80ccfa2,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Elasticomyces,Elasticomyces elasticus
65a730be939a9e38a17706d9e42c4347,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,Nigrospora zimmermanii
24a75bc7471dc50370704774cf86bf86,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,Juncaceicola dactylidis
13dc5a43ca00c96515f096ed3c6e7de6,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Pseudopezicula,Pseudopezicula betulae
3f6d87f59001d1e9a768f5b904543a8b,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium americanum
6c0bc1a4be3c3f998ce1d764877358d6,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,Juncaceicola dactylidis
861f7471865af45ff376fa2abb54e6aa,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,Nigrospora zimmermanii
7fe46c2a28795ca5c188308eebc27ee9,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Amniculicolaceae,Murispora,Murispora medicaginicola
925bdf81d0fa22d1e9d1027bc3eae741,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,Juncaceicola dactylidis
088ad1badab31cd76734086770242724,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus ohakune
a3b451a8945ed03989efc9f06219aa34,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
2b13b53767f7513f124f9aba76c4c83d,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
a149781f0a6af136517b3aedf5aae17d,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,Juncaceicola dactylidis
61e0eb5e59f2730662328cc18203e69e,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,Phanerochaete stereoides
e5fbba9574682b6824231b2141fd7a5f,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
ecd485df9471e544bcd8ea14d8027615,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
eb590465437aba9a507286a156a9f40b,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Neoantennariellaceae,Cippumomyces,Cippumomyces mortalis
24f71981d65a165284e24dcfea3b40c4,Eukaryota,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Bannoa,Bannoa syzygii
b9663f0d8b6585feead4c2857feec72a,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus ohakune
c914bc03939e613bf0403663f7a44056,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
9d078968fd3de97fc95e23ab53ab1785,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
7344864c680e6eaa0b79101ae7256c25,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus ohakune
1294abc0c1a500a96bcb5516c3ad2686,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
9830039880e9b468ae1ebdc28af78dbd,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botryotinia,Botryotinia ranunculi
efde593486c193c08c47f17616909c6c,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia flanaganii
50af5e454080c4892d948ce689f8a4b8,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria rosae
d7fb62c333f87acf8bfdc3272518c978,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota fulvozonata
4cb6f872d0ff88f901e01b566dee4f54,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia flanaganii
b12491a84dd5815b4036f553e634bdf5,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma erumpens
1f7a64aa8816a8a4f3d3d38648dd9e08,Eukaryota,Basidiomycota,Cystobasidiomycetes,NA,Symmetrosporaceae,Symmetrospora,Symmetrospora suhii
7439db337d86378667062c289fe29776,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Teratosphaeria,Teratosphaeria agapanthi
56960358350ec8ede21ba63f78f5bbe5,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Batcheloromyces,Batcheloromyces sedgefieldii
8b4d1dfc87c1d6b6741fe86fddaa38dd,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula hollandica
387d35784df9ab6d843d65736e605d24,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma erumpens
d4ce1113c3e26aeac6901886cb13e9c4,Eukaryota,Ascomycota,Leotiomycetes,NA,NA,Leohumicola,Leohumicola minima
5ecc7cd931ba59815e75cafed82b84c3,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviicola
f872dad0577cf16db1135181a8667179,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces,Golovinomyces latisporus
62f9f3cb0dfcac733ddf0cfa66c4a387,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus ohakune
984a129e4c17d0e10c067a7abba0811c,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora variabilis
b9e2942f6652f47c42e7902723be82ac,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
45335db6db32163586db9ac2821015f5,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,Bovista psammophila
db017a70b1c42cf33a09001bf8eed6fd,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
cc1b64fba8e57cedcd9c3ef6708a5cb5,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Salinomyces,Salinomyces thailandica
ea250a1df599f383f198516b4829f3aa,Eukaryota,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,NA,Robertozyma,Robertozyma ningxiaensis
b4d871ec3d58a383a43c217686ee4e8f,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria thalictrigena
49cbc1187548a740f267226e86f6afb7,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
9b5b8e82c0a3e168bfd1d3698a82df9c,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
e57c3143af77c3882862b6b8a78baefa,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,Nigrospora zimmermanii
9adaa83828fe87b5f287243503d13bad,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Barrmaeliaceae,Barrmaelia,Barrmaelia rappazii
f0f8fda10cc611cf7582bb341ccea53c,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,Nigrospora zimmermanii
2994440b0b67c879237b80aeaf205dcf,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria malorum
d462d1c0e80bfc7642f3213c006b70da,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Alpinaria,Alpinaria rhododendri
c9c0ceb73ca9b669248e9d38ee6903d2,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
af3c97d88ad4ba8f2194ed97a187bd50,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia albida
6eeeecb26af0d35cba4335ba608a830a,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma carpini
d12704610478278c1d7645299bc443af,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Penidiella,Penidiella ellipsoidea
e929e40483b57b507667d3508dbf3a3a,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium aggregatocicatricatum
e4d3525947058f6f1c7d9ac961ae30f0,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium magnum
f040b5e5fbc67fe041802ced84aeea15,Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia carotae
b180bf2d5632b688ee8606a0ee8a05d3,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,NA,Hobus,Hobus wogradensis
1e0842c9eb5240e010be53c002bb1858,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces mexicanus
0621b0e0c9871930b6450061c48f5052,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia procaviae
927c328f9eb5906f3d5287a06e7f3967,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
51ea8126fe7009e7ce49dda73e41c20f,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Alpinaria,Alpinaria rhododendri
057596563f25db2099f6c61e4feff5f3,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Ramimonilia,Ramimonilia apicalis
5b5e5097907a40b63b9a6959d7472b51,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormurispora,Sporormurispora atraphaxidis
